Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Low Profile Bracket Included ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,SLI Support ,Series ,Slot Width ,System Requirements ,Thermal Design Power ,Tuner ,Virtual Reality Ready ,review_numbers
['1721 MHz'],['MSI'],['1920'],"['6.89"" x 5.08""']",['NVIDIA'],['Single Fan'],['1531 MHz'],['1 x DL-DVI-D'],"['October 22, 2020']",['DirectX 12'],['2 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['ITX Thermal Design- TORX FanDispersion fan blade: Steep curved blade accelerating the airflow.Traditional fan blade: Provides steady airflow to massive heat sink below.- Zero Frozr Stopping the fan in low-load situations, keeping a noise-free environment.- Airflow Control Improves cooling efficiency by using advanced aerodynamics to focus the airflow.- Super Pipe Improved dissipation by using thick 8mm heat pipe in optimized layout.Afterburner Overclocking Utility- Wireless control through Android/iOS.- Predator: In-game video recording.- Kombustor: built-in DirectX12 benchmark.NVIDIA G-SYNC- Synchronizes the display refresh to your GeForce GTX GPU for the fast, smooth gaming.']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['2 x HDMI 2.0'],['PCI Express 3.0 x16'],,['175 mm'],,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 AERO ITX 8G OC'],['4'],['OpenGL 4.5'],,,,['8-Pin'],['2-Way SLI'],,['Dual Slot'],['Power consumption: 150WRecommended PSU: 500W'],['150W'],,['Yes'],291 (90% Positive)
['1721 MHz'],['MSI'],['1920'],"['10.59"" x 4.37""']",['NVIDIA'],['Single Fan'],['1531 MHz'],['1 x DL-DVI-D'],"['October 22, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"[""All Solid Capacitors- 10 years long lifetime under full load.- Lower temperature and higher efficiency.- Aluminum core for higher stability.Afterburner Overclocking Utility- Wireless control through Android/iOSdevices.- Predator: In-game video recording.- Kombustor: built-in DirectX12 benchmark.- Supports multi-GPU setups.NVIDIA G-SYNC- Synchronizes the display refresh to your GeForce GTX GPU for the fast, smooth gaming.GeForce GTX VR Ready- NVIDIA's unique set of features ensure you get the right level of performance, image quality and latency to ensure your VR experience is nothing short of amazing.""]",['ATX'],['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,['269 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 AERO 8G OC'],['4'],['OpenGL 4.5'],,,,['8-Pin'],['2-Way SLI'],,['Dual Slot'],['Power consumption: 150WRecommended PSU: 500W'],['150W'],,['Yes'],291 (90% Positive)
['1683 MHz'],['MSI'],['1920'],"['10.55"" x 4.37""']",['NVIDIA'],['Single Fan'],['1506 MHz'],['1 x Dual-link DVI-D'],"['November 06, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['4004 MHz'],"[""All Solid Capacitors- 10 years long lifetime under full load- Lower temperature and higher efficiency- Aluminum core for higher stabilityAfterburner Overclocking Utility- Wireless control through Android/iOS devices- Predator: In-game video recording- Kombustor: built-in DirectX12 benchmark- Supports multi-GPU setupsNVIDIA G-SYNC- Synchronizes the display refresh to your GeForce GTX GPU for the fast, smooth gamingGeForce GTXVR Ready- NVIDIA's unique set of features ensure you get the right level of performance, image quality, and latency to ensure your VR experience is nothing short of amazing""]",['ATX'],['GeForce GTX 1070 FE'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 FOUNDERS ED'],['4'],['OpenGL 4.5'],,,,['8-Pin'],['2-Way SLI'],,['Dual Slot'],['Power consumption: 150WRecommended PSU: 500W'],,,['Yes'],(8)
['1797 MHz'],['EVGA'],['1920'],"['10.50"" x 5.06""']",['NVIDIA'],['Hybrid Cooler'],['1607 MHz'],['1 x Dual-Link DVI-D'],"['February 22, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['EVGA Double BIOSSimultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 APIVulkan APIOpenGL 4.6 SupportPCI Express 3.0Max Digital Resolution - 7680x4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOC10 Phase Power DesignAdjustable RGB LEDHybrid ""All-in-One"" Watercooler']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6278-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['2 x 8-Pin'],,,['Dual Slot'],['Minimum of a 500-Watt power supplyTwo available 8-pin or 6+2-pin PCI-E power donglesTotal Power Draw: 215 Watts'],['150W'],,['Yes'],(23)
['1683 MHz'],['ASUS'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],,['1506 MHz'],['1 x Dual-link DVI-D'],"['December 29, 2018']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,,"['ASUS GeForce GTX 1070 Founders Edition delivers the most advanced gaming experience- NVIDIA GeForce GTX 1070: Get up to 3X the performance and power efficiency of previous-generation GPUs.- Next-generation NVIDIA VRWorks Technologies: For low latency, plug-and-play compatibility, and immersive performance.- NVIDIA GameWorks: Provide an interactive and cinematic experience, as well as incredibly smooth gameplay.- Experience the fastest, smoothest, most power-efficient gaming experiences with ultra-fast FinFET, plus support for DirectX 12 features.- ASUS GPU Tweak II with XSplit Gamecaster: Intuitive performance tweaking and instant gameplay streaming.']",,['GeForce GTX 1070 FE'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['GTX1070-8G'],['4'],['OpenGL 4.5'],,,,['8-Pin'],,,['Dual Slot'],['Power Consumption: up to 225W'],,,['Yes'],(15)
['1683 MHz'],['MSI'],['2432'],"['10.59"" x 4.37""']",['NVIDIA'],['Single Fan'],['1607 MHz'],['1 x DL-DVI-D'],"['June 11, 2019']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,['8008 MHz'],"[""All Solid Capacitors10 years long lifetime under full load.Lower temperature and higher efficiency.Aluminum core for higher stability.Afterburner Overclocking UtilityWireless control through Android/iOS devices.Predator: In-game video recording.Kombustor: built-in DirectX12 benchmark.Supports multi-GPU setups.NVIDIA G-SYNCSynchronizes the display refresh to your GeForce GTX GPU for the fast, smooth gaming.GeForce GTX VR ReadyNVIDIA's unique set of features ensure you get the right level of performance, image quality and latency to ensure your VR experience is nothing short of amazing.""]",['ATX'],['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI'],['PCI Express 3.0 x16'],,['269 mm'],,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 Ti AERO 8G'],['4'],['OpenGL 4.5'],,,,['8-Pin'],['2-Way SLI'],,['Dual Slot'],['Power Consumption: 180WRecommended PSU: 500W'],['180W'],,['Yes'],(8)
['1797 MHz'],['EVGA'],['1920'],"['10.50"" x 5.07""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x Dual-Link DVI-D'],"['November 13, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['EVGA Double BIOSSimultaneous MultiProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA GSYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.6 SupportHDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOC10 Phase Power DesignAdjustable RGB LEDAsynchronous Fans9 additional temp sensors to monitor Memory and VRMGPU / Memory / PWM Thermal Status Indicator LEDsNew vented heatsink fin design and pin fins for optimized airflowSafety fuse to protect components from damage due to improper installation or other component failuresRedesigned cooling with Lshaped contact fins to improve contact surface area for better heat dissipationEVGA iCX Technology']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6676-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['2 x 8-Pin'],['SLI Ready'],,['Dual Slot'],['Minimum of a 500-Watt power supplyTwo available 8-pin PCI-E power connectorsTotal Power Draw: 215 Watts'],['150W'],,['Yes'],(31)
['1683 MHz'],['MSI'],['2432'],"['10.98"" x 5.51""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['September 09, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['8008 MHz'],"['Armor 2X Thermal Design:TORX Fan- Dispersion fan blade Steep curved blade accelerating the airflow.- Traditional fan blade Provides steady airflow to massive heat sink below.Zero Frozr- Stopping the fan in low-load situations, keeping a noise-free environment.Advanced Airflow Control technology- Improves cooling efficiency by using advanced aerodynamics to focus airflow.Afterburner Overclocking Utility:Wireless control through Android/ ios devices.Predator: In-game video recording.Supports multi-GPU setups.Military Class certified Components:Certified to MIL-STD-810G standards for top stability and quality.Built with Hi-c CAP, Solid CAP, and New SFC components.']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,['279 mm'],,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 TI ARMOR 8G'],['4'],['OpenGL 4.5'],,,,['6-Pin / 8-Pin'],['2-Way SLI'],,['Dual Slot'],['POWER CONSUMPTION: 180WRECOMMENDED PSU: 500W'],['180W'],,['Yes'],(8)
['N/A'],['EVGA'],['1920'],"['10.50"" x 5.06""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x Dual-Link DVI-D'],"['November 13, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['EVGA Double BIOS  Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling  10 Phase Power Design  Adjustable RGB LED']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6276-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1070 FTW ACX3.0'],,['2 x 8-Pin'],['2-Way SLI'],,['Dual Slot'],"['500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['150W'],,['Yes'],(1)
['1797 MHz'],['PNY'],['1920'],"['11.50"" x 4.38""']",['NVIDIA'],['Triple Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['October 26, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8 Gbps'],['Factory OverclockedPNY Silent XLR8 Triple CoolerSimultaneous Multi-ProjectionVR ReadyNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320 @ 60Hz3 x DisplayPort 1.4HDMI 2.0bDL-DVI'],,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['293 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['VCGGTX10708XGPB-OC'],['4'],['OpenGL 4.5'],"['Microsoft Windows 10, Windows 8, Windows 7, Linux, FreeBSDx86']",,,['8-Pin'],['SLI HB Bridge Supported'],,['Dual Slot'],['TDP: 150WPCI Express-compliant motherboard with one double-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorMinimum 500W or greater system power supply300MB of available hard-disk space2GB system memory (4GB or higher recommended)DVD-ROM drive and Internet connection'],['150W'],,['Yes'],291 (90% Positive)
,['MSI'],,,['NVIDIA'],['With Fan'],,,"['June 03, 2019']",['DirectX 12OpenGL 4.5'],['3'],,,,['Dual Link DVI Supported:YesDisplayPort:Yes'],['Plug-in Card'],['GTX 1070 Ti'],,,['1 x HDMI'],,,,,['256-Bit'],['8 GB'],['GDDR5'],['GTX 1070 Ti DUKE 8G'],,['DirectX 12OpenGL 4.5'],,,,,,,,,,,,0 reviews
['1746 MHz in OC Mode1721 MHz in Gaming'],['GIGABYTE'],['1920'],"['6.65"" x 5.16""']",['NVIDIA'],['Single Fan'],['1556 MHz in OC Mode1531 MHz in Gaming'],['2 x Dual-link DVI-D'],"['October 22, 2020']",['DirectX 12'],['1 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],['Power by GeForce GTX 1070Integrated with 8GB GDDR5 256-bit memory90mm cooler with 3D active fanOne-click Super Overclocking17cm compact card size'],['ATX'],['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['169 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['GV-N1070IXOC-8GD'],['4'],['OpenGL 4.5'],,,,['8-Pin'],['2-way SLI HB'],,['Dual Slot'],['Recommended PSU: 500W'],['150W'],,['Yes'],291 (90% Positive)
['1708 MHz'],['ZOTAC'],['1920'],"['8.27"" x 4.80""']",['NVIDIA'],['Double Fans'],['1518 MHz'],['1 x DL-DVI-D'],"['October 26, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8000 MHz'],"[""Take on today's most challenging, graphics-intensive games without missing a beat. The GeForce GTX 1070 graphics card delivers the incredible speed and power of NVIDIA Pascal - the most advanced GPU ever created. This is the ultimate gaming platform.The same immense power is now contained in just above 8 inches - perfect for any mini-ITX build. Size and power need no compromise.""]",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['210 mm'],,['256-Bit'],['8GB'],['GDDR5'],['ZT-P10700G-10M'],['4'],['OpenGL 4.5'],['Windows 10 / 8 / 7'],,['Accessories:Dual 6-pin to 8-pin PCIe adapterDriver DiskUser Manual'],['8-Pin'],"['Yes, SLI HB Bridge Supported']",,['Dual Slot'],['Recommended Power Supply: 500WPower Consumption: 150W'],['150W'],,['Yes'],291 (90% Positive)
['1835 MHz (OC Mode)1797 MHz (Gaming Mode)'],['GIGABYTE'],['1920'],"['11.30"" x 5.51""']",['NVIDIA'],['WINDFORCE STACK'],['1632 MHz (OC Mode)1607 MHz (Gaming Mode)'],['1 x Dual-Link DVI-D'],"['March 18, 2019']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,['8008 MHz'],['Powered by GeForce GTX 1070WINDFORCE Stack 3 x 100mm fan cooling systemAORUS VR Link provides the best VR experienceAdvanced Copper Back Plate CoolingRGB fusion - 16.7M customizable color lightingStylish Metal Back PlateTitan X-grade Chokes and Capacitors for Extreme DurabilityIntuitive AORUS Graphics Engine'],['ATX'],['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['3 x HDMI'],['PCI Express 3.0 x16'],,['287 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['GV-N1070AORUS-8GD R2'],['4'],['OpenGL 4.5'],,,['Accessories:Graphics card quick guideAORUS metal stickerDriver CD'],['1 x 6-Pin1 x 8-Pin'],['2-Way SLI'],['AORUS'],['Triple Slot'],['System PSU Limitation: 500W'],['150W'],,['Yes'],(6)
['1683 MHz'],['PNY'],['2432'],"['11.02"" x 4.96""']",['NVIDIA'],['Blower Fan'],['1607 MHz'],['1 x DL-DVI-D'],"['October 26, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['8 Gbps'],['VR ReadySimultaneous Multi-ProjectionNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Display Connectors- DisplayPort 1.4- HDMI 2.0b- DL-DVI- HDCP 2.2'],,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['280 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['VCGGTX1070T8PB-CG'],['4'],['OpenGL 4.5'],"['Microsoft Windows 10, Windows 8, Windows 7, Linux, FreeBSDx86']",,,['8-Pin'],['SLI HB Bridge Supported'],,['Dual Slot'],['TDP: 180WMINIMUM SYSTEM REQUIREMENTS:PCI Express-compliant mother board with one double-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorMinimum 500W or greater system power supply300MB of available hard-disk space2GB system memory (4GB or higher recommended)Internet connectionMax Digital Resolution - 7680 x 4320 @ 60Hz'],['180W'],,['Yes'],291 (90% Positive)
['OC mode: 1746 MHzGaming mode: 1683 MHz'],['ASUS'],['2432'],"['10.63"" x 4.76""']",['NVIDIA'],['Double Fans'],['OC mode: 1670 MHzGaming mode: 1607 MHz'],['1 x DL-DVI-D'],"['May 13, 2019']",,['2 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['1683 MHz Boost Clock featuring 8GB GDDR5 256-bit memory and 2432 CUDA cores powered by NVIDIA PascalUnique wing-blade IP5X-certified fans with 0dB technology maximize cooling, and reliability testing on chart-topping titles to ensure gaming performanceAuto-Extreme manufacturing technology delivers premium quality and reliability with aerospace-grade Super Alloy Power II componentsGPU Tweak II makes monitoring performance easier than ever, pushing clock speed performance up to 1721 MHz with just one clickAggressive metal backplate reinforces circuit board and protects sensitive components']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0'],['PCI Express 3.0'],,['270 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['CERBERUS-GTX1070TI-A8G-GAMING'],,['OpenGL 4.5'],,,,['8-Pin'],,['Cerberus'],['2.5-slot'],,['180W'],,['Yes'],(23)
,['PNY'],,,,['Double Fans'],,,"['February 27, 2019']",,,,,,,,,,,,,,,,,['8GB'],,,,,,['GTX 1070'],,,,['XLR8'],,,,,,0 reviews
['1683 MHz'],['PNY'],['2432'],"['9.92"" x 4.40""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['March 18, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8 Gbps'],['VR ReadySimultaneous Multi-ProjectionNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Display Connectors- DisplayPort 1.4- HDMI 2.0b- DL-DVI'],,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['252 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['VCGGTX1070T8PB-BB'],['4'],['OpenGL 4.5'],"['Microsoft Windows 10, Windows 8, Windows 7, Linux, FreeBSDx86']",,,['One 8-Pin'],['SLI HB Bridge Supported'],,['Dual Slot'],['TDP: 180WPCI Express-compliant mother board with one dual-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorsMinimum 500W or greater system power supply300MB of available hard-disk space2GB system memory (4GB or higher recommended)Internet connectionMax Digital Resolution - 7680 x 4320 @ 60Hz'],['180W'],,['Yes'],(4)
['1683 MHz'],['MSI'],['2432'],,['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x DVI'],"['January 16, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['TWIN FROZR VI - Smooth heat pipes - Squared shape at bottom maximize heat transfer from the copper base plate - Zero Frozr - Stopping the fan in low-load situations, keeping a noise-free environment - Airflow Control technology - Deflectors thrusts air onto heat pipes for lower temperatures and better gaming  TORX 2.0 FAN: Supremely silent - Dispersion fan blade: Steeper curved blade accelerating the airflow - Traditional fan blade: Provides steady airflow to massive heat sink below - Double ball bearing: Strong and lasting core for years of smooth gaming  Military Class certified Components - Certified to MIL-STD-810G standards for top stability and quality - Built with Hi-c CAP, Solid CAP, and New SFC components']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,,,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 Ti GAMING 8G'],['4'],['OpenGL 4.5'],,,,"['1 x 6-pin, 1 x 8-pin']",['2-Way SLI'],,,['Power Consumption: 180W Recommended PSU: 500W'],['180W'],,['Yes'],0 reviews
,['MSI'],,,['NVIDIA'],['With Fan'],,,"['February 28, 2019']",['DirectX 12OpenGL 4.5'],['3'],,,,['Dual Link DVI Supported:YesDisplayPort:Yes'],['Plug-in Card'],['GTX 1070'],,,['1 x HDMI'],,,,,['256-Bit'],['8 GB'],['GDDR5'],['GTX 1070 Ti Titanium 8G'],,['DirectX 12OpenGL 4.5'],,,,,,,,,,,,0 reviews
['1683 MHz'],['MSI'],['2432'],,['NVIDIA'],['Triple Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['December 11, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Triple Force Architecture: - TriFrozr Thermal Design: Triple PWM fans with Independent Control System on Advanced Thermal Design. - Propeller Blade: 20% more airflow and less noise than traditional fan designs. - SuperPipes: Transfer heat much faster to the heat sink under PWM fans, and highly improve dissipation efficiency. - Zero Frozr: Fans stop spinning in low load to keep the card quiet and increase lifetime.  Afterburner Overclocking Utility: - Wireless control through mobile devices. - Predator: In-game video recording. - Supports multi-GPU setups.  Military Class certified Components: - Certified to MIL-STD-810G standards for top stability and quality. - Built with Hi-c CAP, Solid CAP, and New SFC components.']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 Ti DUKE 8G'],['4'],['OpenGL 4.5'],,,,"['1 x 6-pin, 1 x 8-pin']",['2-Way SLI'],,,['Power Consumption: 180W  Recommended PSU: 500W'],['180W'],,['Yes'],0 reviews
['1797 MHz'],['ZOTAC'],['1920'],"['11.81"" x 5.83""']",['NVIDIA'],['Dual Fan IceStorm'],['1607 MHz'],['1 x DL-DVI'],"['May 16, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8000 MHz'],"['IceStorm Cooling- Variably configured copper heatpipes (4x 8mm, 2x 6mm) - Massive wide array aluminum fin stackMetal Carbon ExoArmor- Full Metal front and back protection with a metal front shroud and a metal wraparound backplate enhancing coverage and unifying design- Detailed with carbon fiber utilizing a water transfer printing process- The rigid metal help reduce vibrations which also help reduce noiseSpectra lighting system- LED lighting on the front. - Select from up to 7 colors + off- up to 8 levels of brightness- 4 lighting modes: Static, Breathe, Strobe, and CycleUltra wide 100mm fans- More airflow at less rotations- Lots of airflow with less noisePowerBoost-  Special capacitors with high temperature and power resistance- Benefit of reducing noise and power ripples to ensure a smoother inflow of power for high speed stabilityFreeze- Fan stop automatically starts or stops the fans- Extend the life of the fans- Reduce noise performance']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['300 mm'],,['256-Bit'],['8GB'],['GDDR5'],['ZT-P10700C-10P'],['4'],['OpenGL 4.5'],['Windows 10 / 8 / 7'],,['Accessories:2 x Dual 6-pin to 8-pin PCIe adapterDriver DiskUser Manual'],['2 x 8-Pin'],['2-Way SLI'],,['Dual Slot'],['Recommended Power Supply: 500WPower Consumption: 220W'],['150W'],,['Yes'],(56)
['1683 MHz'],['MSI'],['2432'],"['10.59"" x 4.37""']",['NVIDIA'],['Single Fan'],['1607 MHz'],['1 x DL-DVI-D'],"['May 29, 2019']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,['8008 MHz'],"[""All Solid Capacitors 10 years long lifetime under full load. Lower temperature and higher efficiency. Aluminum core for higher stability.  Afterburner Overclocking Utility Wireless control through Android/iOS devices. Predator: In-game video recording. Kombustor: built-in DirectX12 benchmark. Supports multi-GPU setups.  NVIDIA G-SYNC Synchronizes the display refresh to your GeForce GTX GPU for the fast, smooth gaming.  GeForce GTX VR Ready NVIDIA's unique set of features ensure you get the right level of performance, image quality and latency to ensure your VR experience is nothing short of amazing.""]",['ATX'],['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI'],['PCI Express 3.0 x16'],,['269 mm'],,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 Ti AERO 8G'],['4'],['OpenGL 4.5'],,,,['8-Pin'],['2-Way SLI'],,['Dual Slot'],['Power Consumption: 180W Recommended PSU: 500W'],['180W'],,['Yes'],0 reviews
,['EVGA'],,,,['With Fan'],['1.6 GHz'],['1 x DVI'],"['August 16, 2019']",['DirectX 12'],['1 x Mini DisplayPort'],,,,,,['GeForce GTX 1070 FTW2'],,,['1 x HDMI'],['PCI Express 2.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['DDR5'],['GeForce GTX 1070 FTW2'],,,,,,,['No'],,['Dual Slot'],,,['None'],,0 reviews
['1.80 GHz'],['MSI'],,,['NVIDIA'],,['1.61 GHz'],['Yes'],"['February 27, 2019']",,['Yes'],['Yes'],,,,['Plug-in Card'],['GTX 1070'],,,['Yes'],,,,,['256-Bit'],['8GB'],['GDDR5'],,,['OpenGL'],,['GTX 1070 GAMING X 8G'],,,,['GTX 10'],,,,,,0 reviews
,,,,,,,,"['November 09, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
